"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"659","관광펜션업","03_11_02_P","5430000","CDFI3261092018000004","20180704","","01","영업/정상","13","영업중","","","","","","","","경상남도 남해군 남면 홍현리 196번지","경상남도 남해군 남면 남면로 389-80","52436","상상속의 펜션","20180704161620","I","2018-08-31 23:59:59.0","","283332.79755461","138543.323838338","관광펜션업","","관리지역","2","","","","단독주택","2","1","","","","","","","","","","","","302.1","","","","","","","","","800000000","","","","302",
"660","관광펜션업","03_11_02_P","5430000","CDFI3261092018000005","20180704","","01","영업/정상","13","영업중","","","","","","","","경상남도 남해군 남면 홍현리 196번지","경상남도 남해군 남면 남면로 389-80","52436","남해커플","20180704161640","I","2018-08-31 23:59:59.0","","283332.79755461","138543.323838338","관광펜션업","","관리지역","2","","","","단독주택","2","1","","","","","","","","","","","","302.1","","","","","","","","","800000000","","","","302",
"661","관광펜션업","03_11_02_P","5430000","CDFI3261092018000006","20180710","","01","영업/정상","13","영업중","","","","","","","","경상남도 남해군 남면 평산리 1079번지","경상남도 남해군 남면 남면로 1523-21, 1동","52434","품다 하나","20180710085008","I","2018-08-31 23:59:59.0","","277784.642575914","139389.33452172","관광펜션업","","관리지역","1","","","","단독주택","1","0","","","","","","","","","","","","437.13","","","","","","","","","2000000000","","","","437",
"662","관광펜션업","03_11_02_P","5430000","CDFI3261092018000007","20180711","","01","영업/정상","13","영업중","","","","","","","","경상남도 남해군 남면 평산리 1070번지","경상남도 남해군 남면 남면로 1523-19","52434","씨앤뷰","20180711192758","I","2018-08-31 23:59:59.0","","277839","139456","관광펜션업","","","2","","","","단독주택","2","0","","","","","","","","","","","","","","","","","","","","","1000000000","","","","",
"663","관광펜션업","03_11_02_P","5430000","CDFI3261092018000008","20180724","","01","영업/정상","13","영업중","","","","","","","","경상남도 남해군 남면 평산리 1067번지","경상남도 남해군 남면 남면로 1523-10","52434","모던스파","20180724104032","I","2018-08-31 23:59:59.0","","277880.6901872","139464.473878573","관광펜션업","","관리지역","2","","","","단독주택","2","0","","","","","","","","","","","","222.66","","","","","","","","","1700000000","","","","223",
"664","관광펜션업","03_11_02_P","5370000","CDFI3261092017000006","20170801","","01","영업/정상","13","영업중","","","","","","","","경상남도 거제시 일운면 소동리 146-1번지","경상남도 거제시 일운면 소동4길 54","53326","나무향기펜션","20170801140015","I","2018-08-31 23:59:59.0","","355404.270016309","150545.027358951","관광펜션업","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"665","관광펜션업","03_11_02_P","5370000","CDFI3261092017000007","20171227","","01","영업/정상","13","영업중","","","","","","","","경상남도 거제시 일운면 망치리 731-4번지","경상남도 거제시 일운면 거제대로 1494-12","53329","거제파인트리펜션","20171227095320","I","2018-08-31 23:59:59.0","","352273.313915109","145169.062263806","관광펜션업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"666","관광펜션업","03_11_02_P","5370000","CDFI3261092017000004","20170713","","01","영업/정상","13","영업중","","","","","","","","경상남도 거제시 장목면 시방리 301-9번지","경상남도 거제시 장목면 흥남길 60-1","53202","로제스(B)펜션","20170713181030","I","2018-08-31 23:59:59.0","","356540.997391231","163527.78938096","관광펜션업","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"667","관광펜션업","03_11_02_P","5370000","CDFI3261092017000005","20170801","","01","영업/정상","13","영업중","","","","","","","","경상남도 거제시 장목면 시방리 301-10번지","경상남도 거제시 장목면 흥남길 62","53202","로제스(A)펜션","20190705095051","U","2019-07-07 02:40:00.0","","356539.923745969","163516.171203334","관광펜션업","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"668","관광펜션업","03_11_02_P","5370000","CDFI3261092018000002","20180601","","01","영업/정상","13","영업중","","","","","","","","경상남도 거제시 하청면 연구리 410-2번지","경상남도 거제시 하청면 칠천로 269","53203","큐브아일랜드","20180601152100","I","2018-08-31 23:59:59.0","","348892.02930359","165734.478807483","관광펜션업","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",
"669","관광펜션업","03_11_02_P","5370000","CDFI3261092018000003","20180601","","01","영업/정상","13","영업중","","","","","","","","경상남도 거제시 하청면 연구리 412-1번지","경상남도 거제시 하청면 칠천로 275-9","53203","큐브스테이","20180601152121","I","2018-08-31 23:59:59.0","","348861.486240974","165716.781829498","관광펜션업","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",
"670","관광펜션업","03_11_02_P","5340000","CDFI3261092014000001","20141219","","01","영업/정상","13","영업중","","","","","","","664826","경상남도 사천시 서포면 비토리 산 9-77","경상남도 사천시 서포면 토끼로 245-35","664826","토끼와거북이","20220120083548","U","2022-01-22 02:40:00.0","","288135","166058","관광펜션업","","관리지역","1","","","","숙박시설","1","0","0","0","","","0","0","","0","0","","0","322.2","","0","","","","","","","0","","","","322",
"671","관광펜션업","03_11_02_P","5340000","CDFI3261092015000001","20150519","","01","영업/정상","13","영업중","","","","","055-835-0057","","664250","경상남도 사천시 신수동 334-3","경상남도 사천시 신수서길 50 (신수동)","52571","힐링에피소드펜션","20220120084106","U","2022-01-22 02:40:00.0","","298349","156677","관광펜션업","","관리지역","2","주택가주변","","","숙박시설","2","0","0","0","","","0","0","","0","0","","0","399.6","","0","","","","","","","480000000","","","","400",
"672","관광펜션업","03_11_02_P","5340000","CDFI3261092015000002","20150730","","01","영업/정상","13","영업중","","","","","055-855-7171","","664826","경상남도 사천시 서포면 비토리 산 9-43","경상남도 사천시 서포면 토끼로 245-49","52545","별주부관광팬션","20220120085652","U","2022-01-22 02:40:00.0","","288183","165999","관광펜션업","","","2","","","","숙박시설","2","0","0","0","","","0","0","","0","0","","0","860.83","","0","","","","","","","0","","","","861",
"673","관광펜션업","03_11_02_P","5340000","CDFI3261092016000001","20160905","","01","영업/정상","13","영업중","","","","","","","","경상남도 사천시 서포면 비토리 264-3","경상남도 사천시 서포면 토끼로 245-41","52545","바다정원펜션","20220120085750","U","2022-01-22 02:40:00.0","","288148.007944681","166090.356831259","관광펜션업","","관리지역","2","기타","","","숙박시설","2","0","0","0","","","0","0","","0","0","","0","722.7","","0","","","","","","","450000000","","","","723",
"674","관광펜션업","03_11_02_P","5330000","CDFI3261092013000002","20131202","","01","영업/정상","13","영업중","","","","","055-643-5690","","650943","경상남도 통영시 산양읍 신전리 289-2번지","경상남도 통영시 산양읍 산양일주로 538","53086","모나미펜션","20170814113211","I","2018-08-31 23:59:59.0","","329706.092722819","145002.559392417","관광펜션업","","","2","","","","","2","","","","","","","","","","","","","247.91","","","","","","","","","","","","","248",
"675","관광펜션업","03_11_02_P","5330000","CDFI3261092014000003","20141028","","01","영업/정상","13","영업중","","","","","","","650814","경상남도 통영시 도산면 수월리 1267-1","경상남도 통영시 도산면 도산일주로 1100","53004","마레미오 펜션","20200724175216","U","2020-07-26 02:40:00.0","","320758.32330589","154766.272879499","관광펜션업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","400000000","","","","",
"676","관광펜션업","03_11_02_P","5330000","CDFI3261092014000006","20141204","","01","영업/정상","13","영업중","","","","","055-641-7899","","650838","경상남도 통영시 용남면 화삼리 2번지","경상남도 통영시 용남면 용남해안로 230-2","53029","하니스파펜션","20171215100817","I","2018-08-31 23:59:59.0","","332603.47087921","152234.174076968","관광펜션업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"677","관광펜션업","03_11_02_P","5330000","CDFI3261092016000002","20160701","","01","영업/정상","13","영업중","","","","","","","","경상남도 통영시 산양읍 영운리 404-3번지","경상남도 통영시 산양읍 산양일주로 353-1","53085","다온펜션","20160701163326","I","2018-08-31 23:59:59.0","","330870.782838603","145122.182545315","관광펜션업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"678","관광펜션업","03_11_02_P","5330000","CDFI3261092016000003","20160817","","01","영업/정상","13","영업중","","","","","","","","경상남도 통영시 산양읍 미남리 457-3번지","경상남도 통영시 산양읍 척포길 115-25","53087","가온누리","20171212180342","I","2018-08-31 23:59:59.0","","329941.297231478","142054.359385639","관광펜션업","","","3","","","","","3","0","","","","","","","","","","","","358","","","","","","","","","630000000","","","","358",
"679","관광펜션업","03_11_02_P","5330000","CDFI3261092016000004","20161026","","01","영업/정상","13","영업중","","","","","","","","경상남도 통영시 인평동 1266번지","경상남도 통영시 갈목길 31 (인평동)","53063","쉐이리코타키나","20161026142411","I","2018-08-31 23:59:59.0","","325375.645086027","151000.225082682","관광펜션업","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","500000000","","","","",
"680","관광펜션업","03_11_02_P","5330000","CDFI3261092018000002","20180605","","01","영업/정상","13","영업중","","","","","","","","경상남도 통영시 도산면 수월리 178번지","경상남도 통영시 도산면 도산일주로 1393","53003","SWICTH","20180605162203","I","2018-08-31 23:59:59.0","","322585.639687331","154538.654693307","관광펜션업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"681","관광펜션업","03_11_02_P","5330000","CDFI3261092018000003","20180611","","01","영업/정상","13","영업중","","","","","","","","경상남도 통영시 평림동 635번지","경상남도 통영시 우포2길 144 (평림동)","53063","성주산성","20180611130242","I","2018-08-31 23:59:59.0","","327074.299813352","151278.471484456","관광펜션업","","","","","","","다가구용 주택(공동주택적용)","1","","","","","","","","","","","","","","","","","","","","","","","","","","",
"682","관광펜션업","03_11_02_P","4310000","CDFI3261092018000002","20180723","","01","영업/정상","13","영업중","","","","","","","","강원도 화천군 화천읍 중리 98-5번지","강원도 화천군 화천읍 산수화로 119-13","24114","라포레 98 B","20180723204551","I","2018-08-31 23:59:59.0","","262381.739149912","512810.35596829","관광펜션업","","관리지역","2","기타","","","다가구용 주택(공동주택적용)","2","","","","","","","","","","","","","171.13","","","","","","","","","","","","","171",
"683","관광펜션업","03_11_02_P","4310000","CDFI3261092018000001","20180723","","01","영업/정상","13","영업중","","","","","","","","강원도 화천군 화천읍 중리 98-5번지","강원도 화천군 화천읍 산수화로 119-11","24114","라포레 98 A","20180723194820","I","2018-08-31 23:59:59.0","","262381.739149912","512810.35596829","관광펜션업","","관리지역","2","","","","다가구용 주택(공동주택적용)","2","","","","","","","","","","","","","171.13","","","","","","","","","","","","","171",
"684","관광펜션업","03_11_02_P","4280000","CDFI3261092006000001","20060201","","01","영업/정상","13","영업중","","","","","","","232924","강원도 평창군 봉평면 유포리 227-3번지","","","솔섬마을 관광펜션","20060201152838","I","2018-08-31 23:59:59.0","","322134.28509125","447848.527130544","관광펜션업","관광사업","관리지역","1","","","","단독주택","1","","","","","","","","","","","","","313","","","","","","","","","","","","","313",
"685","관광펜션업","03_11_02_P","4280000","CDFI3261092006000003","20061213","","01","영업/정상","13","영업중","","","","","033-336-1771","","232921","강원도 평창군 봉평면 원길리 1041-1번지","강원도 평창군 봉평면 봉평북로 193-28","","붓꽃섬 관광펜션","20061213174427","I","2018-08-31 23:59:59.0","","319494.466346941","458476.920549803","관광펜션업","관광사업","관리지역","1","기타","","","단독주택","1","","","","","","","","","","","","","990","","","","","","","","","500000000","","","","990",
"686","관광펜션업","03_11_02_P","4280000","CDFI3261092008000001","20080110","","01","영업/정상","13","영업중","","","","","","","232924","강원도 평창군 봉평면 평촌리 550-1번지","강원도 평창군 봉평면 평온길 14-13","","베리온리조트","20080110113422","I","2018-08-31 23:59:59.0","","321933.09103561","456364.67143384","관광펜션업","관광사업","관리지역","3","기타","","","근린생활시설","3","","","","","","","","","","","","","1376.41","","","","","","","","","95340000","","","","1376",
"687","관광펜션업","03_11_02_P","4280000","CDFI3261092008000003","20080429","","01","영업/정상","13","영업중","","","","","332-7778","","232811","강원도 평창군 방림면 계촌리 2228-2번지","강원도 평창군 방림면 감동지길 104","","그랑샤리오","20080429172844","I","2018-08-31 23:59:59.0","","312533.27886157","442575.994975554","관광펜션업","관광사업","관리지역","2","기타","","","단독주택","2","","","","","","","","","","","","","196.15","","","","","","","","","","","","","196",
"688","관광펜션업","03_11_02_P","4280000","CDFI3261092009000001","20090326","","01","영업/정상","13","영업중","","","","","033-336-0412","","232942","강원도 평창군 진부면 상월오개리 404번지 1통","강원도 평창군 진부면 지령동길 51","","체르맛트","20090326114144","I","2018-08-31 23:59:59.0","","334031.378829619","458600.846145694","관광펜션업","","관리지역","2","기타","","","다가구용 주택(공동주택적용)","2","0","","","","","","","","","","","","128.49","","","","","","","","","","","","","128",
"689","관광펜션업","03_11_02_P","4280000","CDFI3261092012000001","20120806","","01","영업/정상","13","영업중","","","","","033-335-8001","","232924","강원도 평창군 봉평면 평촌리 550-2번지","강원도 평창군 봉평면 평온길 14-13","25310","베리온리조트2","20120806145948","I","2018-08-31 23:59:59.0","","322137.346585218","456456.365163523","관광펜션업","","","2","","","","숙박시설","2","","","","","","","","","","","","","451.7","","","","","","","","","","","","","452",
"690","관광펜션업","03_11_02_P","4250000","CDFI3261092013000002","20130615","","01","영업/정상","13","영업중","","","","","033-433-5171","","250812","강원도 홍천군 화촌면 군업리 959번지","강원도 홍천군 화촌면 답연밭길 54","25159","강변통나무펜션","20181205115042","U","2018-12-07 02:40:00.0","","290116.258799571","471192.826488647","관광펜션업","","","1","","","","","1","","","","RIVERSIDE LOG CABIN TOURISM  PENSYEON","TOURISM  PENSYEON","","","","","","","","229","","","","","","","","","","","","","229",
"691","관광펜션업","03_11_02_P","4250000","CDFI3261092017000001","20171020","","01","영업/정상","13","영업중","","","","","","","","강원도 홍천군 서석면 어론리 886-3번지","강원도 홍천군 서석면 공작산로 2616","25165","우노하우스2","20171020104712","I","2018-08-31 23:59:59.0","","300020.662095069","467113.624232911","관광펜션업","","관리지역","2","기타","","","근린생활시설","2","","","","UNO HOUSE2","TOURISM PENSYEON","","","","","","","","735.56","","","","","","","","","","","","","736",
"692","관광펜션업","03_11_02_P","4250000","CDFI3261092015000001","20150203","","01","영업/정상","13","영업중","","","","","","","250871","강원도 홍천군 남면 월천리 103-1번지","강원도 홍천군 남면 월천길 50-46","250871","하립골 관광펜션","20150203173359","I","2018-08-31 23:59:59.0","","269614.39401754","459865.568440023","관광펜션업","","관리지역","2","기타","","","숙박시설","2","","","","Haripgol Tourist pension","Tourist pension business","","","","","","","","252.57","","","","","","","","","200000000","","","","253",
"693","관광펜션업","03_11_02_P","4250000","CDFI3261092015000003","20150528","","01","영업/정상","13","영업중","","","","","","","250852","강원도 홍천군 서면 대곡리 1040-1","강원도 홍천군 서면 한서로 1477","25103","마이웨이 비발디 관광펜션","20210210133117","U","2021-02-12 02:40:00.0","","255745.767169467","460038.18779979","관광펜션업","","관리지역","2","기타","","","숙박시설","2","","","","MY WAY VIVALDI Tourist pension","Tourist pension business","","","","","","","","240.92","","","","","","","","","400000000","","","","241",
"694","관광펜션업","03_11_02_P","4250000","CDFI3261092016000003","20160602","","01","영업/정상","13","영업중","","","","","","","","강원도 홍천군 동면 덕치리 267-4번지","강원도 홍천군 동면 덕치새들길 1-5","25152","펜션21","20181205115238","U","2018-12-07 02:40:00.0","","282289.481662079","465591.268826008","관광펜션업","","","","","","","","","","","","PENSYEON 21","TOURISM PENSYEON","","","","","","","","230","","","","","","","","","","","","","230",
"695","관광펜션업","03_11_02_P","4250000","CDFI3261092016000004","20160819","","01","영업/정상","13","영업중","","","","","","","","강원도 홍천군 서면 대곡리 1028-12번지","강원도 홍천군 서면 한서로 1466","25103","다인펜션","20190403145338","U","2019-04-05 02:40:00.0","","255686.14921958","459872.778021906","관광펜션업","","","3","","","","숙박시설","","","","","DAIN PENSYEON","TOURISM PENSYEON","","","","","","","","355.35","","","","","","","","","","","","","355",
"696","관광펜션업","03_11_02_P","4250000","CDFI3261092012000003","20120730","","01","영업/정상","13","영업중","","","","","033-436-8300","","250812","강원도 홍천군 화촌면 군업리 884","강원도 홍천군 화촌면 군업안말길 153-16","25159","소토보체","20200728135824","U","2020-07-30 02:40:00.0","","288863.795717576","471649.737176271","관광펜션업","","일반주거지역","3","기타","","","숙박시설","","","","","","","","","","","","","","581.1","","","","","","","","","","","","","581",
"697","관광펜션업","03_11_02_P","4200000","CDFI3261092005000001","20050112","","01","영업/정상","13","영업중","","","","","","","210863","강원도 강릉시 연곡면 삼산리 141번지","강원도 강릉시 연곡면 소금강길 372-12","","마운틴밸리관광펜션","20081124170237","I","2018-08-31 23:59:59.0","","350577.101941697","481401.361952083","관광펜션업","관광사업","관리지역","2","기타","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","",
"698","관광펜션업","03_11_02_P","4200000","CDFI3261092010000001","20101103","","01","영업/정상","13","영업중","","","","","033-660-5000","","210863","강원도 강릉시 연곡면 삼산리 95번지","강원도 강릉시 연곡면 소금강길 379-32","","힐스파이브 관광펜션","20140117170817","I","2018-08-31 23:59:59.0","","350923.756317132","481093.319099767","관광펜션업","","","3","기타","","","숙박시설","3","","","","","","","","","","","","","3131","","","","","","","","","500000000","","","","3131",
"699","관광펜션업","03_11_02_P","4200000","CDFI3261092015000001","20150611","","01","영업/정상","13","영업중","","","","","","","210380","강원도 강릉시 안현동 348-3","강원도 강릉시 하남길255번길 6-22 (안현동)","25459","르샤트리","20200803165849","U","2020-08-05 02:40:00.0","","366538.846725511","480098.743786941","관광펜션업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"700","관광펜션업","03_11_02_P","4270000","CDFI3261092018000001","20180615","","01","영업/정상","13","영업중","","","","","","","","강원도 영월군 김삿갓면 주문리 101번지","강원도 영월군 김삿갓면 모운동길 478","26246","하늘아래펜션","20180709093534","I","2018-08-31 23:59:59.0","","343647.642804762","405162.678468444","관광펜션업","","","","","","","","","","","","","","","","","","","","","742.5","","","","","","","","","","","","","743",
"701","관광펜션업","03_11_02_P","4340000","CDFI3261092013000001","20131107","","01","영업/정상","13","영업중","","","","","","","219833","강원도 고성군 토성면 천진리 105","강원도 고성군 토성면 천진해변길 35-2","24764","천진낭만","20201229100239","U","2020-12-31 02:40:00.0","","336421.13853097","529710.073434901","관광펜션업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","","","","",
"702","관광펜션업","03_11_02_P","4340000","CDFI3261092013000002","20131219","","01","영업/정상","13","영업중","","","","","","","219833","강원도 고성군 토성면 청간리","강원도 고성군 토성면 아야진해변길 19","24758","까사델아야","20201223125348","U","2020-12-25 02:40:00.0","","336101.874670702","530625.559115812","관광펜션업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100000000","","","","",
"703","관광펜션업","03_11_02_P","4340000","CDFI3261092018000001","20180228","","01","영업/정상","13","영업중","","","","","","","","강원도 고성군 토성면 아야진리 181-4번지","강원도 고성군 토성면 아야진북길 67-1","24756","아야진 펜션 어울다","20180228132849","I","2018-08-31 23:59:59.0","","335834.698964283","531307.687804614","관광펜션업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20000000","","","","",
"704","관광펜션업","03_11_02_P","4340000","CDFI3261092018000002","20180319","","01","영업/정상","13","영업중","","","","","","","","강원도 고성군 간성읍 동호리 308-3","강원도 고성군 간성읍 동호2길 29-15","24731","누볼라 풀빌라","20201223125704","U","2020-12-25 02:40:00.0","","330078.012205206","544021.44832134","관광펜션업","","","1","","","","숙박시설","1","","","","","","","","","","","","","387.33","","","","","","","","","1000000000","","","","387",
"705","관광펜션업","03_11_02_P","5070000","CDFI3261092020000001","20200803","","01","영업/정상","13","영업중","","","","","","","","경상북도 안동시 와룡면 중가구리 435-2","경상북도 안동시 와룡면 동악골길 83","36611","톰소여의 모험","20220117142326","U","2022-01-19 02:40:00.0","","358853.532424725","345099.431534922","관광펜션업","","","3","","","","","0","0","0","0","","","0","0","","0","0","","0","291","","0","","","","","","","360000000","","","","291",
"706","관광펜션업","03_11_02_P","4740000","CDFI3261092020000001","20200622","","01","영업/정상","13","영업중","","","","","","","","전라북도 무주군 설천면 삼공리 373-19번지","전라북도 무주군 설천면 구천동1로 7","55557","덕유산 뜰 펜션","20200622155127","I","2020-06-24 00:23:17.0","","270338.760111","267529.046218","관광펜션업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"707","관광펜션업","03_11_02_P","4180000","CDFI3261092020000002","20200629","","01","영업/정상","13","영업중","","","","","","","","강원도 춘천시 남산면 서천리 524-6","강원도 춘천시 남산면 서천길 49","24464","2020스파엔 풀빌라","20210615161152","U","2021-06-17 02:40:00.0","","","","관광펜션업","","","3","기타","","농협손해보험주식회사","단독주택","3","","","","","","","","","","","","","198.63","","","","","","","","","400000000","","","","199",
"708","관광펜션업","03_11_02_P","4890000","CDFI3261092020000002","20200703","","01","영업/정상","13","영업중","","","","","061-857-3450","","","전라남도 보성군 벌교읍 장양리 565-5","전라남도 보성군 벌교읍 장호길 57-5","59419","벌교펜션민박","20200703130604","I","2020-07-05 00:23:17.0","","233676.402497","149681.533425","관광펜션업","","","","","","","","","","","","","","","","","","","","","159","","","","","","","","","","","","","159",
"709","관광펜션업","03_11_02_P","4170000","CDFI3261092020000002","20200729","","01","영업/정상","13","영업중","","","","","","","","경기도 양평군 옥천면 신복리 703-76","경기도 양평군 옥천면 사기점길 72","12505","보물집","20200814094533","U","2020-08-16 02:40:00.0","","241375.014568028","448698.428095457","관광펜션업","","","","","","","숙박시설","","","","","","","","","","","","","","659","","","","","","","","","","","","","659",
"710","관광펜션업","03_11_02_P","5050000","CDFI3261092020000001","20200814","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 하동 836-16","경상북도 경주시 하동1길 43-15 (하동)","38126","페리토","20200814174003","I","2020-08-16 00:23:14.0","","408758.969908626","257255.829432889","관광펜션업","","생산녹지지역","2","기타","","","농어가주택","2","","","","","","","","","","","","","446.48","","","","","","","","","50000000","","","","446",
"711","관광펜션업","03_11_02_P","5530000","CDFI3261092020000008","20200807","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 서신면 제부리 190-102","경기도 화성시 서신면 해안길 246-4","18553","아띠펜션","20200807111928","I","2020-08-09 00:23:15.0","","166133.705062267","406894.869985391","관광펜션업","","","2","","","","","","","","","","","","","","","","","","410.29","","","","","","","","","","","","","410",
"712","관광펜션업","03_11_02_P","4510000","CDFI3261092020000003","20200807","","01","영업/정상","13","영업중","","","","","","","","충청남도 보령시 신흑동 2306-10","충청남도 보령시 고잠2길 4-23 (신흑동)","33488","더 플라야(the PLAYA)","20200825132846","U","2020-08-27 02:40:00.0","","156595.537666","312390.935398","관광펜션업","","관리지역","3","","","","숙박시설","3","","","","","","","","","","","","","349.23","","","","","","","","","","","","","349",
"713","관광펜션업","03_11_02_P","5020000","CDFI3261092020000007","20200720","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 남구 호미곶면 대보리 1-12","경상북도 포항시 남구 호미곶면 해맞이로46번길 66","37928","비다펠리즈","20200720171118","I","2020-07-22 00:23:16.0","","","","관광펜션업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"714","관광펜션업","03_11_02_P","5330000","CDFI3261092020000005","20200722","","01","영업/정상","13","영업중","","","","","","","","경상남도 통영시 산양읍 신전리 173-4","경상남도 통영시 산양읍 산양일주로 486, 가동","53086","통영바라봄펜션","20200722101801","I","2020-07-24 00:23:15.0","","330145.168932628","144712.651549107","관광펜션업","","관리지역","3","","","","단독주택","3","1","","","","","","","","","","","","222.02","","","","","","","","","10000000","","","","222",
"715","관광펜션업","03_11_02_P","4350000","CDFI3261092020000002","20200730","","01","영업/정상","13","영업중","","","","","","","","강원도 양양군 현북면 하광정리 596-7","강원도 양양군 현북면 하조대해안길 77","25047","탄비치","20200731104034","I","2020-08-02 00:23:14.0","","351007.283108952","503892.599699492","관광펜션업","","관리지역","3","기타","","","","3","","","","TANN BEACH","TOURISM PENSION","","","","","","","","704.11","","","","","","","","","","","","","704",
"716","관광펜션업","03_11_02_P","5530000","CDFI3261092020000009","20200812","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 서신면 제부리 79-1 (제부리 79-5)","경기도 화성시 서신면 해안길178번길 8-11, 1동, (해안길178번길 8-9, 1동,2동)","18553","리멤버8펜션","20200908135803","U","2020-09-10 02:40:00.0","","166251.697034191","406930.092226267","관광펜션업","","","","","","","","","","","","","","","","","","","","","375.46","","","","","","","","","","","","","375",
"717","관광펜션업","03_11_02_P","4590000","CDFI3261092021000001","20210723","","01","영업/정상","13","영업중","","","","","","","","충청남도 청양군 대치면 광대리 270-3","충청남도 청양군 대치면 칠갑호길 214","33344","콩매아","20210723172535","I","2021-07-25 00:23:01.0","","","","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"718","관광펜션업","03_11_02_P","5180000","CDFI3261092021000001","20210430","","01","영업/정상","13","영업중","","","","","","","","경상북도 영덕군 병곡면 백석리 473-6","경상북도 영덕군 병곡면 흰돌로 58","36403","블루베이펜션","20210510144132","I","2021-07-13 00:22:53.0","","415857.890319202","348116.699300461","관광펜션업","","","1","기타","","MG새마을금고","숙박시설","1","0","0","0","Bluebay Pension","Tourist pension business","0","0","","0","0","","0","291.73","","0","","","","","","","1000000000","","","","292",
"719","관광펜션업","03_11_02_P","5050000","CDFI3261092021000003","20210721","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 외동읍 신계리 740-7","경상북도 경주시 외동읍 토함산로 41-6","38210","리포소","20210721175003","I","2021-07-23 00:22:52.0","","","","관광펜션업","","보전녹지지역","2","기타","","","단독주택","2","0","0","0","","","0","0","","0","0","","0","138.74","","0","","","","","","","100000000","","","","139",
"720","관광펜션업","03_11_02_P","4670000","CDFI3261092021000002","20210902","","01","영업/정상","13","영업중","","","","","","","","전라북도 군산시 옥도면 선유도리 353","전라북도 군산시 옥도면 선유남길 19-9","54000","선유도 씨에스타펜션","20210902150657","I","2021-09-04 00:22:49.0","","147001.037822","256568.106455","관광펜션업","","","0","기타","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"721","관광펜션업","03_11_02_P","5430000","CDFI3261092021000003","20210827","","01","영업/정상","13","영업중","","","","","","","","경상남도 남해군 남면 평산리 1004","경상남도 남해군 남면 남면로 1470","52434","팰리스1470","20210827095027","I","2021-08-29 00:22:50.0","","278387.83508557","139246.552990029","관광펜션업","","","2","","","","숙박시설","2","0","0","0","","","0","0","","0","0","","0","198.74","","0","","","","","","","600000000","","","","199",
"722","관광펜션업","03_11_02_P","5000000","CDFI3261092018000001","20181228","","01","영업/정상","13","영업중","","","","","","","","전라남도 진도군 의신면 금갑리 478","전라남도 진도군 의신면 진도대로 3146-3","58939","진도한옥펜션","20181228100921","I","2021-08-20 00:22:50.0","","133458.323808","100243.422822","관광펜션업","","","1","","","","","1","","","","","","","","","","","","","547.56","","","","","","","","","100000000","","","","548",
